"Row number","Node Name","taxon A","taxon B","Node Age","Study reference"
"252","n43","Cyanocompsa brissonii","Cyanoloxia glaucocaerulea",3.20892300000001,"Jetz et al. 2012 - chronogram 1"
"253","n43","Cyanocompsa brissonii","Cyanoloxia glaucocaerulea",3.96798800000001,"Jetz et al. 2012 - chronogram 2"
"254","n44","Cyanocompsa parellina","Passerina cyanea",4.3913852595,"Barker et al. 2013"
"255","n44","Cyanocompsa parellina","Passerina cyanea",6.83892799409999,"Price et al. 2014 - chronogram 2"
"256","n44","Cyanocompsa parellina","Passerina cyanea",9.53000000000001,"Hedges et al. 2015 - chronogram 2"
"257","n45","Passerina cyanea","Passerina rositae",4.59360133333334,"Barker et al. 2015 - chronogram 1"
"258","n45","Passerina cyanea","Passerina rositae",4.89242766666667,"Barker et al. 2015 - chronogram 2"
"259","n45","Passerina cyanea","Passerina rositae",6.64423358333335,"Jetz et al. 2012 - chronogram 1"
"260","n45","Passerina cyanea","Passerina rositae",8.21591625000002,"Jetz et al. 2012 - chronogram 2"
"261","n45","Passerina cyanea","Passerina rositae",8.21592000000001,"Hedges et al. 2015 - chronogram 2"
"262","n45","Passerina cyanea","Passerina rositae",8.39005033333335,"Hedges et al. 2015 - chronogram 1"
"263","n46","Passerina amoena","Passerina cyanea",4.1722035,"Barker et al. 2015 - chronogram 1"
"264","n46","Passerina amoena","Passerina cyanea",4.4588335,"Barker et al. 2015 - chronogram 2"
"265","n47","Passerina amoena","Passerina caerulea",2.729388,"Barker et al. 2015 - chronogram 1"
"266","n47","Passerina amoena","Passerina caerulea",2.906225,"Barker et al. 2015 - chronogram 2"
"267","n47","Passerina amoena","Passerina caerulea",3.53575600000001,"Hedges et al. 2015 - chronogram 1"
"268","n47","Passerina amoena","Passerina caerulea",3.68654900000001,"Jetz et al. 2012 - chronogram 1"
"269","n47","Passerina amoena","Passerina caerulea",3.82930000000001,"Hedges et al. 2015 - chronogram 2"
"270","n47","Passerina amoena","Passerina caerulea",4.55859700000002,"Jetz et al. 2012 - chronogram 2"
"271","n48","Passerina leclancherii","Passerina rositae",3.905956,"Barker et al. 2015 - chronogram 1"
"272","n48","Passerina leclancherii","Passerina rositae",4.158319,"Barker et al. 2015 - chronogram 2"
"273","n48","Passerina leclancherii","Passerina rositae",5.43023250000001,"Jetz et al. 2012 - chronogram 1"
"274","n48","Passerina leclancherii","Passerina rositae",6.71473800000001,"Hedges et al. 2015 - chronogram 2"
"275","n48","Passerina leclancherii","Passerina rositae",6.71474550000001,"Jetz et al. 2012 - chronogram 2"
"276","n48","Passerina leclancherii","Passerina rositae",6.73438600000001,"Hedges et al. 2015 - chronogram 1"
"277","n49","Passerina ciris","Passerina leclancherii",3.499712,"Barker et al. 2015 - chronogram 1"
"278","n49","Passerina ciris","Passerina leclancherii",3.730351,"Barker et al. 2015 - chronogram 2"
"279","n49","Passerina ciris","Passerina leclancherii",4.64571200000001,"Jetz et al. 2012 - chronogram 1"
"280","n49","Passerina ciris","Passerina leclancherii",5.49273700000002,"Hedges et al. 2015 - chronogram 1"
"281","n49","Passerina ciris","Passerina leclancherii",5.74464000000001,"Hedges et al. 2015 - chronogram 2"
"282","n49","Passerina ciris","Passerina leclancherii",5.74464800000001,"Jetz et al. 2012 - chronogram 2"
"283","n50","Passerina ciris","Passerina versicolor",1.579934,"Barker et al. 2015 - chronogram 1"
"284","n50","Passerina ciris","Passerina versicolor",1.677595,"Barker et al. 2015 - chronogram 2"
"285","n50","Passerina ciris","Passerina versicolor",2.00007100000001,"Jetz et al. 2012 - chronogram 1"
"286","n50","Passerina ciris","Passerina versicolor",2.13659000000001,"Hedges et al. 2015 - chronogram 2"
"287","n50","Passerina ciris","Passerina versicolor",2.20495800000002,"Hedges et al. 2015 - chronogram 1"
"288","n50","Passerina ciris","Passerina versicolor",2.47318500000002,"Jetz et al. 2012 - chronogram 2"
"289","n51","Pheucticus ludovicianus","Pheucticus tibialis",2.68910600000001,"Barker et al. 2015 - chronogram 1"
"290","n51","Pheucticus ludovicianus","Pheucticus tibialis",2.86337,"Barker et al. 2015 - chronogram 2"
"291","n51","Pheucticus ludovicianus","Pheucticus tibialis",3.53231400000001,"Jetz et al. 2012 - chronogram 1"
"292","n51","Pheucticus ludovicianus","Pheucticus tibialis",3.770464,"Hooper et al. 2017"
"293","n51","Pheucticus ludovicianus","Pheucticus tibialis",4.36787700000001,"Jetz et al. 2012 - chronogram 2"
"294","n51","Pheucticus ludovicianus","Pheucticus tibialis",4.36788000000001,"Hedges et al. 2015 - chronogram 2"
"295","n51","Pheucticus ludovicianus","Pheucticus tibialis",4.64600550000002,"Hedges et al. 2015 - chronogram 1"
"296","n52","Pheucticus ludovicianus","Pheucticus melanocephalus",2.82947800000001,"Jetz et al. 2012 - chronogram 1"
"297","n52","Pheucticus ludovicianus","Pheucticus melanocephalus",3.39391600000002,"Hedges et al. 2015 - chronogram 1"
"298","n52","Pheucticus ludovicianus","Pheucticus melanocephalus",3.49878700000001,"Jetz et al. 2012 - chronogram 2"
"299","n52","Pheucticus ludovicianus","Pheucticus melanocephalus",3.49879000000001,"Hedges et al. 2015 - chronogram 2"
"300","n53","Pheucticus aureoventris","Pheucticus tibialis",1.603603,"Barker et al. 2015 - chronogram 1"
"301","n53","Pheucticus aureoventris","Pheucticus tibialis",1.711826,"Barker et al. 2015 - chronogram 2"
"302","n54","Pheucticus aureoventris","Pheucticus chrysogaster",0.487106000000004,"Barker et al. 2015 - chronogram 1"
"303","n54","Pheucticus aureoventris","Pheucticus chrysogaster",0.519135000000002,"Barker et al. 2015 - chronogram 2"
"304","n55","Calcarius lapponicus","Calcarius mccownii",3.6532998643,"Barker et al. 2013"
"305","n55","Calcarius lapponicus","Calcarius mccownii",3.73928616666667,"Barker et al. 2015 - chronogram 1"
"306","n55","Calcarius lapponicus","Calcarius mccownii",7.94146916666667,"Barker et al. 2015 - chronogram 2"
"307","n55","Calcarius lapponicus","Calcarius mccownii",17.31709775,"Jetz et al. 2012 - chronogram 1"
"308","n55","Calcarius lapponicus","Calcarius mccownii",18.434773875,"Jetz et al. 2012 - chronogram 2"
"309","n55","Calcarius lapponicus","Calcarius mccownii",18.434817,"Hedges et al. 2015 - chronogram 2"
"310","n55","Calcarius lapponicus","Calcarius mccownii",18.596952,"Hedges et al. 2015 - chronogram 1"
"311","n55","Calcarius lapponicus","Calcarius mccownii",21.999977,"Roquet et al. 2014 - chronogram 1"
"312","n55","Calcarius lapponicus","Calcarius mccownii",21.999977,"Roquet et al. 2014 - chronogram 2"
"313","n56","Calcarius lapponicus","Calcarius ornatus",3.096973,"Barker et al. 2015 - chronogram 1"
"314","n56","Calcarius lapponicus","Calcarius ornatus",6.728169,"Barker et al. 2015 - chronogram 2"
"315","n57","Calcarius ornatus","Calcarius pictus",0.619111,"Barker et al. 2015 - chronogram 1"
"316","n57","Calcarius ornatus","Calcarius pictus",1.396422,"Barker et al. 2015 - chronogram 2"
"317","n57","Calcarius ornatus","Calcarius pictus",4.680924,"Jetz et al. 2012 - chronogram 1"
"318","n57","Calcarius ornatus","Calcarius pictus",4.96453200000001,"Hedges et al. 2015 - chronogram 1"
"319","n57","Calcarius ornatus","Calcarius pictus",4.98303900000001,"Jetz et al. 2012 - chronogram 2"
"320","n57","Calcarius ornatus","Calcarius pictus",4.98304000000001,"Hedges et al. 2015 - chronogram 2"
"321","n58","Calcarius mccownii","Plectrophenax hyperboreus",2.7181595,"Barker et al. 2015 - chronogram 1"
"322","n58","Calcarius mccownii","Plectrophenax hyperboreus",5.9281565,"Barker et al. 2015 - chronogram 2"
"323","n59","Plectrophenax hyperboreus","Plectrophenax nivalis",0.0179270000000002,"Barker et al. 2015 - chronogram 1"
"324","n59","Plectrophenax hyperboreus","Plectrophenax nivalis",0.0424880000000023,"Barker et al. 2015 - chronogram 2"
"325","n59","Plectrophenax hyperboreus","Plectrophenax nivalis",0.694793000000004,"Jetz et al. 2012 - chronogram 1"
"326","n59","Plectrophenax hyperboreus","Plectrophenax nivalis",0.739637000000009,"Hedges et al. 2015 - chronogram 2"
"327","n59","Plectrophenax hyperboreus","Plectrophenax nivalis",0.739637000000016,"Jetz et al. 2012 - chronogram 2"
"328","n59","Plectrophenax hyperboreus","Plectrophenax nivalis",0.900084000000014,"Hedges et al. 2015 - chronogram 1"
"329","n60","Peucaea botterii","Phaeothlypis fulvicauda",13.2094277439024,"Barker et al. 2015 - chronogram 1"
"330","n60","Peucaea botterii","Phaeothlypis fulvicauda",16.1694468513514,"Jetz et al. 2012 - chronogram 1"
"331","n60","Peucaea botterii","Phaeothlypis fulvicauda",18.9842434054054,"Jetz et al. 2012 - chronogram 2"
"332","n61","Emberiza cineracea","Peucaea botterii",11.8365884642857,"Barker et al. 2015 - chronogram 1"
"333","n61","Emberiza cineracea","Peucaea botterii",12.0212920490196,"Jetz et al. 2012 - chronogram 2"
"334","n61","Emberiza cineracea","Peucaea botterii",12.3801572941177,"Jetz et al. 2012 - chronogram 1"
"335","n61","Emberiza cineracea","Peucaea botterii",15.0180973529412,"Hooper et al. 2017"
"336","n62","Buarremon atricapillus","Peucaea botterii",9.4190176,"Barker et al. 2015 - chronogram 1"
"337","n62","Buarremon atricapillus","Peucaea botterii",10.675734,"Hedges et al. 2015 - chronogram 2"
"338","n62","Buarremon atricapillus","Peucaea botterii",10.6757405,"Jetz et al. 2012 - chronogram 2"
"339","n62","Buarremon atricapillus","Peucaea botterii",10.994438,"Jetz et al. 2012 - chronogram 1"
"340","n62","Buarremon atricapillus","Peucaea botterii",11.0784013,"Barker et al. 2015 - chronogram 2"
"341","n63","Peucaea aestivalis","Peucaea botterii",4.283028,"Barker et al. 2015 - chronogram 1"
"342","n63","Peucaea aestivalis","Peucaea botterii",5.042879,"Barker et al. 2015 - chronogram 2"
"343","n63","Peucaea aestivalis","Peucaea botterii",5.08002100000002,"Jetz et al. 2012 - chronogram 2"
"344","n63","Peucaea aestivalis","Peucaea botterii",5.23167200000001,"Jetz et al. 2012 - chronogram 1"
"345","n64","Buarremon atricapillus","Buarremon virenticeps",6.9250485,"Barker et al. 2015 - chronogram 1"
"346","n64","Buarremon atricapillus","Buarremon virenticeps",8.153625375,"Barker et al. 2015 - chronogram 2"
"347","n65","Buarremon assimilis","Buarremon atricapillus",2.829111,"Barker et al. 2015 - chronogram 1"
"348","n65","Buarremon assimilis","Buarremon atricapillus",3.32794983333334,"Barker et al. 2015 - chronogram 2"
"349","n66","Buarremon assimilis","Buarremon torquatus",2.627278,"Barker et al. 2015 - chronogram 1"
"350","n66","Buarremon assimilis","Buarremon torquatus",3.1019775,"Barker et al. 2015 - chronogram 2"
"351","n67","Buarremon basilicus","Buarremon torquatus",2.400018,"Barker et al. 2015 - chronogram 1"
"352","n67","Buarremon basilicus","Buarremon torquatus",2.822795,"Barker et al. 2015 - chronogram 2"
"353","n68","Emberiza affinis","Emberiza cineracea",11.8826647777778,"Hedges et al. 2015 - chronogram 1"
"354","n69","Emberiza fucata","Emberiza sulphurata",9.86224548245614,"Barker et al. 2015 - chronogram 1"
"355","n69","Emberiza fucata","Emberiza sulphurata",9.8811884504,"Barker et al. 2013"
"356","n69","Emberiza fucata","Emberiza sulphurata",11.068228,"Hedges et al. 2015 - chronogram 2"
"357","n69","Emberiza fucata","Emberiza sulphurata",11.068228862069,"Jetz et al. 2012 - chronogram 2"
"358","n69","Emberiza fucata","Emberiza sulphurata",11.3986430896552,"Jetz et al. 2012 - chronogram 1"
"359","n69","Emberiza fucata","Emberiza sulphurata",11.7317624140351,"Barker et al. 2015 - chronogram 2"
"360","n69","Emberiza fucata","Emberiza sulphurata",12.5133866857143,"Hooper et al. 2017"
"361","n69","Emberiza fucata","Emberiza sulphurata",22.6332555,"Roquet et al. 2014 - chronogram 1"
"362","n69","Emberiza fucata","Emberiza sulphurata",22.6332555,"Roquet et al. 2014 - chronogram 2"
"363","n70","Emberiza cabanisi","Emberiza sulphurata",9.49641275,"Barker et al. 2015 - chronogram 1"
"364","n70","Emberiza cabanisi","Emberiza sulphurata",11.2171700571429,"Barker et al. 2015 - chronogram 2"
"365","n71","Emberiza sulphurata","Schoeniclus siemsseni",6.9919767,"Barker et al. 2015 - chronogram 1"
"366","n71","Emberiza sulphurata","Schoeniclus siemsseni",8.31124782222223,"Barker et al. 2015 - chronogram 2"
"367","n71","Emberiza sulphurata","Schoeniclus siemsseni",14.707067,"Roquet et al. 2014 - chronogram 1"
"368","n71","Emberiza sulphurata","Schoeniclus siemsseni",14.707067,"Roquet et al. 2014 - chronogram 2"
"369","n72","Emberiza sulphurata","Emberiza tristrami",4.442445,"Barker et al. 2015 - chronogram 1"
"370","n72","Emberiza sulphurata","Emberiza tristrami",4.75047,"Hedges et al. 2015 - chronogram 2"
"371","n72","Emberiza sulphurata","Emberiza tristrami",5.10966366666668,"Hedges et al. 2015 - chronogram 1"
"372","n72","Emberiza sulphurata","Emberiza tristrami",5.3044906875,"Barker et al. 2015 - chronogram 2"
"373","n72","Emberiza sulphurata","Emberiza tristrami",5.67751768750001,"Jetz et al. 2012 - chronogram 2"
"374","n72","Emberiza sulphurata","Emberiza tristrami",5.847006,"Jetz et al. 2012 - chronogram 1"
"375","n73","Emberiza rutila","Emberiza tristrami",3.700981,"Gibb et al. 2015"
"376","n73","Emberiza rutila","Emberiza tristrami",4.236491,"Barker et al. 2015 - chronogram 1"
"377","n73","Emberiza rutila","Emberiza tristrami",4.99769536666667,"Barker et al. 2015 - chronogram 2"
"378","n73","Emberiza rutila","Emberiza tristrami",8.051326,"Roquet et al. 2014 - chronogram 1"
"379","n73","Emberiza rutila","Emberiza tristrami",8.051326,"Roquet et al. 2014 - chronogram 2"
"380","n74","Emberiza tristrami","Schoeniclus aureolus",4.004985,"Barker et al. 2015 - chronogram 1"
"381","n74","Emberiza tristrami","Schoeniclus aureolus",4.7968755,"Barker et al. 2015 - chronogram 2"
"382","n74","Emberiza tristrami","Schoeniclus aureolus",5.490092,"Hooper et al. 2017"
"383","n75","Emberiza tristrami","Emberiza variabilis",2.374003,"Gibb et al. 2015"
"384","n75","Emberiza tristrami","Emberiza variabilis",2.841971,"Barker et al. 2015 - chronogram 1"
"385","n75","Emberiza tristrami","Emberiza variabilis",3.13284800000001,"Hedges et al. 2015 - chronogram 1"
"386","n75","Emberiza tristrami","Emberiza variabilis",3.31082,"Hedges et al. 2015 - chronogram 2"
"387","n75","Emberiza tristrami","Emberiza variabilis",3.31082200000002,"Jetz et al. 2012 - chronogram 2"
"388","n75","Emberiza tristrami","Emberiza variabilis",3.393143,"Barker et al. 2015 - chronogram 2"
"389","n75","Emberiza tristrami","Emberiza variabilis",3.4096585,"Jetz et al. 2012 - chronogram 1"
"390","n76","Emberiza chrysophrys","Emberiza variabilis",2.42620400000001,"Barker et al. 2015 - chronogram 1"
"391","n76","Emberiza chrysophrys","Emberiza variabilis",2.910425,"Barker et al. 2015 - chronogram 2"
"392","n77","Schoeniclus aureolus","Schoeniclus spodocephala",3.06729300000001,"Barker et al. 2015 - chronogram 1"
"393","n77","Schoeniclus aureolus","Schoeniclus spodocephala",3.35363900000002,"Jetz et al. 2012 - chronogram 2"
"394","n77","Schoeniclus aureolus","Schoeniclus spodocephala",3.453753,"Jetz et al. 2012 - chronogram 1"
"395","n77","Schoeniclus aureolus","Schoeniclus spodocephala",3.647307,"Barker et al. 2015 - chronogram 2"
"396","n77","Schoeniclus aureolus","Schoeniclus spodocephala",4.662278,"Hooper et al. 2017"
"397","n78","Emberiza pusilla","Emberiza rutila",3.31742000000001,"Barker et al. 2015 - chronogram 1"
"398","n78","Emberiza pusilla","Emberiza rutila",3.9618945,"Barker et al. 2015 - chronogram 2"
"399","n79","Emberiza pusilla","Schoeniclus rusticus",2.908207,"Barker et al. 2015 - chronogram 1"
"400","n79","Emberiza pusilla","Schoeniclus rusticus",3.425585,"Barker et al. 2015 - chronogram 2"
"401","n80","Schoeniclus siemsseni","Schoeniclus yessoensis",6.49010433333334,"Barker et al. 2015 - chronogram 1"
"402","n80","Schoeniclus siemsseni","Schoeniclus yessoensis",7.019624,"Hooper et al. 2017"
"403","n80","Schoeniclus siemsseni","Schoeniclus yessoensis",7.72497916666667,"Barker et al. 2015 - chronogram 2"
"404","n81","Schoeniclus elegans","Schoeniclus siemsseni",5.16435300000001,"Barker et al. 2015 - chronogram 1"
"405","n81","Schoeniclus elegans","Schoeniclus siemsseni",6.099995,"Barker et al. 2015 - chronogram 2"
"406","n81","Schoeniclus elegans","Schoeniclus siemsseni",6.35349500000001,"Jetz et al. 2012 - chronogram 2"
"407","n81","Schoeniclus elegans","Schoeniclus siemsseni",6.54316300000001,"Jetz et al. 2012 - chronogram 1"
"408","n82","Emberiza schoeniclus","Schoeniclus yessoensis",5.6971505,"Barker et al. 2015 - chronogram 1"
"409","n82","Emberiza schoeniclus","Schoeniclus yessoensis",6.37737750000001,"Jetz et al. 2012 - chronogram 2"
"410","n82","Emberiza schoeniclus","Schoeniclus yessoensis",6.567758,"Jetz et al. 2012 - chronogram 1"
"411","n82","Emberiza schoeniclus","Schoeniclus yessoensis",6.7971455,"Barker et al. 2015 - chronogram 2"
"412","n83","Emberiza pallasi","Emberiza schoeniclus",3.314184,"Barker et al. 2015 - chronogram 1"
"413","n83","Emberiza pallasi","Emberiza schoeniclus",3.70174600000001,"Hedges et al. 2015 - chronogram 1"
"414","n83","Emberiza pallasi","Emberiza schoeniclus",3.74086600000001,"Jetz et al. 2012 - chronogram 2"
"415","n83","Emberiza pallasi","Emberiza schoeniclus",3.74087000000001,"Hedges et al. 2015 - chronogram 2"
"416","n83","Emberiza pallasi","Emberiza schoeniclus",3.85254,"Jetz et al. 2012 - chronogram 1"
"417","n83","Emberiza pallasi","Emberiza schoeniclus",3.959238,"Barker et al. 2015 - chronogram 2"
"418","n83","Emberiza pallasi","Emberiza schoeniclus",8.222689,"Roquet et al. 2014 - chronogram 1"
"419","n83","Emberiza pallasi","Emberiza schoeniclus",8.222689,"Roquet et al. 2014 - chronogram 2"
"420","n84","Emberiza cabanisi","Emberiza capensis",6.5713,"Barker et al. 2015 - chronogram 1"
"421","n84","Emberiza cabanisi","Emberiza capensis",7.8426605,"Barker et al. 2015 - chronogram 2"
"422","n84","Emberiza cabanisi","Emberiza capensis",7.86356350000001,"Hedges et al. 2015 - chronogram 1"
"423","n84","Emberiza cabanisi","Emberiza capensis",7.97930700000001,"Jetz et al. 2012 - chronogram 2"
"424","n84","Emberiza cabanisi","Emberiza capensis",7.97930800000001,"Hedges et al. 2015 - chronogram 2"
"425","n84","Emberiza cabanisi","Emberiza capensis",8.21750983333334,"Jetz et al. 2012 - chronogram 1"
"426","n85","Emberiza cabanisi","Emberiza flaviventris",4.928633,"Barker et al. 2015 - chronogram 1"
"427","n85","Emberiza cabanisi","Emberiza flaviventris",5.66434800000001,"Hedges et al. 2015 - chronogram 1"
"428","n85","Emberiza cabanisi","Emberiza flaviventris",5.68626800000001,"Jetz et al. 2012 - chronogram 2"
"429","n85","Emberiza cabanisi","Emberiza flaviventris",5.68627000000001,"Hedges et al. 2015 - chronogram 2"
"430","n85","Emberiza cabanisi","Emberiza flaviventris",5.85601800000001,"Jetz et al. 2012 - chronogram 1"
"431","n85","Emberiza cabanisi","Emberiza flaviventris",5.926397,"Barker et al. 2015 - chronogram 2"
"432","n86","Emberiza capensis","Fringillaria impetuani",4.51792200000001,"Barker et al. 2015 - chronogram 1"
"433","n86","Emberiza capensis","Fringillaria impetuani",5.28671500000002,"Jetz et al. 2012 - chronogram 2"
"434","n86","Emberiza capensis","Fringillaria impetuani",5.394214,"Barker et al. 2015 - chronogram 2"
"435","n86","Emberiza capensis","Fringillaria impetuani",5.44453675,"Jetz et al. 2012 - chronogram 1"
"436","n87","Fringillaria impetuani","Fringillaria tahapisi",3.909441,"Barker et al. 2015 - chronogram 1"
"437","n87","Fringillaria impetuani","Fringillaria tahapisi",4.46451700000001,"Jetz et al. 2012 - chronogram 2"
"438","n87","Fringillaria impetuani","Fringillaria tahapisi",4.59779450000001,"Jetz et al. 2012 - chronogram 1"
"439","n87","Fringillaria impetuani","Fringillaria tahapisi",4.654654,"Barker et al. 2015 - chronogram 2"
"440","n88","Emberiza fucata","Emberiza melanocephala",8.58662358333334,"Barker et al. 2015 - chronogram 1"
"441","n88","Emberiza fucata","Emberiza melanocephala",10.2276568333333,"Barker et al. 2015 - chronogram 2"
"442","n88","Emberiza fucata","Emberiza melanocephala",11.21244949,"Price et al. 2014 - chronogram 2"
"443","n89","Emberiza cirlus","Emberiza fucata",6.98209809090909,"Barker et al. 2015 - chronogram 1"
"444","n89","Emberiza cirlus","Emberiza fucata",8.34276654545455,"Barker et al. 2015 - chronogram 2"
"445","n89","Emberiza cirlus","Emberiza fucata",9.93709408900001,"Price et al. 2014 - chronogram 2"
"446","n90","Emberiza cirlus","Emberiza jankowskii",6.28489714285715,"Barker et al. 2015 - chronogram 1"
"447","n90","Emberiza cirlus","Emberiza jankowskii",7.20068696428573,"Jetz et al. 2012 - chronogram 2"
"448","n90","Emberiza cirlus","Emberiza jankowskii",7.20069000000001,"Hedges et al. 2015 - chronogram 2"
"449","n90","Emberiza cirlus","Emberiza jankowskii",7.31366992857144,"Hedges et al. 2015 - chronogram 1"
"450","n90","Emberiza cirlus","Emberiza jankowskii",7.41564458928573,"Jetz et al. 2012 - chronogram 1"
"451","n90","Emberiza cirlus","Emberiza jankowskii",7.50031996428572,"Barker et al. 2015 - chronogram 2"
"452","n90","Emberiza cirlus","Emberiza jankowskii",7.83386468700001,"Price et al. 2014 - chronogram 2"
"453","n90","Emberiza cirlus","Emberiza jankowskii",8.395487,"Hooper et al. 2017"
"454","n90","Emberiza cirlus","Emberiza jankowskii",15.556762,"Roquet et al. 2014 - chronogram 1"
"455","n90","Emberiza cirlus","Emberiza jankowskii",15.556762,"Roquet et al. 2014 - chronogram 2"
"456","n91","Emberiza buchanani","Emberiza cirlus",5.73080916666667,"Barker et al. 2015 - chronogram 1"
"457","n91","Emberiza buchanani","Emberiza cirlus",6.20840783333335,"Hedges et al. 2015 - chronogram 1"
"458","n91","Emberiza buchanani","Emberiza cirlus",6.38273000000001,"Hedges et al. 2015 - chronogram 2"
"459","n91","Emberiza buchanani","Emberiza cirlus",6.38273045833335,"Jetz et al. 2012 - chronogram 2"
"460","n91","Emberiza buchanani","Emberiza cirlus",6.57327050000001,"Jetz et al. 2012 - chronogram 1"
"461","n91","Emberiza buchanani","Emberiza cirlus",6.83985325,"Barker et al. 2015 - chronogram 2"
"462","n92","Emberiza buchanani","Emberiza stewarti",5.08431933333334,"Barker et al. 2015 - chronogram 1"
"463","n92","Emberiza buchanani","Emberiza stewarti",5.90855610200001,"Price et al. 2014 - chronogram 2"
"464","n92","Emberiza buchanani","Emberiza stewarti",6.1533425,"Barker et al. 2015 - chronogram 2"
"465","n92","Emberiza buchanani","Emberiza stewarti",7.09067,"Hooper et al. 2017"
"466","n93","Emberiza buchanani","Emberiza hortulana",4.13205,"Barker et al. 2015 - chronogram 1"
"467","n93","Emberiza buchanani","Emberiza hortulana",4.66688250000001,"Hedges et al. 2015 - chronogram 1"
"468","n93","Emberiza buchanani","Emberiza hortulana",4.92540000000001,"Hedges et al. 2015 - chronogram 2"
"469","n93","Emberiza buchanani","Emberiza hortulana",4.92540250000002,"Jetz et al. 2012 - chronogram 2"
"470","n93","Emberiza buchanani","Emberiza hortulana",4.929422,"Barker et al. 2015 - chronogram 2"
"471","n93","Emberiza buchanani","Emberiza hortulana",5.07243800000001,"Jetz et al. 2012 - chronogram 1"
"472","n94","Emberiza caesia","Emberiza hortulana",0.565032000000002,"Barker et al. 2015 - chronogram 1"
"473","n94","Emberiza caesia","Emberiza hortulana",0.674812000000003,"Barker et al. 2015 - chronogram 2"
"474","n94","Emberiza caesia","Emberiza hortulana",1.70859400000001,"Hedges et al. 2015 - chronogram 1"
"475","n94","Emberiza caesia","Emberiza hortulana",1.97395700000002,"Jetz et al. 2012 - chronogram 2"
"476","n94","Emberiza caesia","Emberiza hortulana",1.97396000000001,"Hedges et al. 2015 - chronogram 2"
"477","n94","Emberiza caesia","Emberiza hortulana",2.03288400000001,"Jetz et al. 2012 - chronogram 1"
"478","n94","Emberiza caesia","Emberiza hortulana",4.755103,"Roquet et al. 2014 - chronogram 1"
"479","n94","Emberiza caesia","Emberiza hortulana",4.755103,"Roquet et al. 2014 - chronogram 2"
"480","n95","Emberiza citrinella","Emberiza stewarti",3.17575600000001,"Hedges et al. 2015 - chronogram 2"
"481","n95","Emberiza citrinella","Emberiza stewarti",3.17575800000002,"Jetz et al. 2012 - chronogram 2"
"482","n95","Emberiza citrinella","Emberiza stewarti",3.2685975,"Barker et al. 2015 - chronogram 1"
"483","n95","Emberiza citrinella","Emberiza stewarti",3.27056200000001,"Jetz et al. 2012 - chronogram 1"
"484","n95","Emberiza citrinella","Emberiza stewarti",3.37227200000001,"Hedges et al. 2015 - chronogram 1"
"485","n95","Emberiza citrinella","Emberiza stewarti",3.91198600000001,"Barker et al. 2015 - chronogram 2"
"486","n96","Emberiza citrinella","Emberiza leucocephalos",0.151623000000008,"Hedges et al. 2015 - chronogram 2"
"487","n96","Emberiza citrinella","Emberiza leucocephalos",0.201199000000003,"Barker et al. 2015 - chronogram 1"
"488","n96","Emberiza citrinella","Emberiza leucocephalos",0.240930000000006,"Barker et al. 2015 - chronogram 2"
"489","n96","Emberiza citrinella","Emberiza leucocephalos",0.273246000000015,"Jetz et al. 2012 - chronogram 2"
"490","n96","Emberiza citrinella","Emberiza leucocephalos",0.281403000000012,"Jetz et al. 2012 - chronogram 1"
"491","n96","Emberiza citrinella","Emberiza leucocephalos",0.576026000000013,"Hedges et al. 2015 - chronogram 1"
"492","n96","Emberiza citrinella","Emberiza leucocephalos",2.289823,"Hooper et al. 2017"
"493","n97","Emberiza cioides","Emberiza jankowskii",3.72341400000001,"Barker et al. 2015 - chronogram 1"
"494","n97","Emberiza cioides","Emberiza jankowskii",3.88927400000001,"Hedges et al. 2015 - chronogram 1"
"495","n97","Emberiza cioides","Emberiza jankowskii",4.08614000000001,"Hedges et al. 2015 - chronogram 2"
"496","n97","Emberiza cioides","Emberiza jankowskii",4.08614033333335,"Jetz et al. 2012 - chronogram 2"
"497","n97","Emberiza cioides","Emberiza jankowskii",4.20812150000001,"Jetz et al. 2012 - chronogram 1"
"498","n97","Emberiza cioides","Emberiza jankowskii",4.48700366666667,"Barker et al. 2015 - chronogram 2"
"499","n98","Emberiza cioides","Emberiza godlewskii",1.74321800000001,"Hedges et al. 2015 - chronogram 2"
"500","n98","Emberiza cioides","Emberiza godlewskii",1.74321850000001,"Jetz et al. 2012 - chronogram 2"
"501","n98","Emberiza cioides","Emberiza godlewskii",1.79525800000001,"Jetz et al. 2012 - chronogram 1"
"502","n98","Emberiza cioides","Emberiza godlewskii",1.99924400000001,"Hedges et al. 2015 - chronogram 1"
"503","n98","Emberiza cioides","Emberiza godlewskii",2.302851,"Barker et al. 2015 - chronogram 1"
"504","n98","Emberiza cioides","Emberiza godlewskii",2.7409905,"Barker et al. 2015 - chronogram 2"
"505","n99","Emberiza cia","Emberiza godlewskii",1.775394,"Barker et al. 2015 - chronogram 1"
"506","n99","Emberiza cia","Emberiza godlewskii",2.096173,"Barker et al. 2015 - chronogram 2"
"507","n99","Emberiza cia","Emberiza godlewskii",2.48431866800001,"Price et al. 2014 - chronogram 2"
"508","n100","Emberiza melanocephala","Melophus lathami",4.910559,"Barker et al. 2015 - chronogram 1"
"509","n100","Emberiza melanocephala","Melophus lathami",5.73810800000001,"Jetz et al. 2012 - chronogram 2"
"510","n100","Emberiza melanocephala","Melophus lathami",5.8217245,"Barker et al. 2015 - chronogram 2"
